customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100489,Male,0,Yes,Yes,0,Yes,Yes,No,No,Yes,No,No,No,No,One year,No,Electronic check,24.43,50.49,Yes
C100490,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.95,2314.64,No
C100491,Male,0,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),49.05,1824.45,Yes
C100492,Female,0,No,No,17,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.69,1172.34,No
C100493,Male,1,No,Yes,68,Yes,Yes,No,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.12,2661.07,Yes
C100494,Male,0,No,No,64,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.84,3066.11,No
C100495,Female,1,Yes,Yes,56,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,49.14,2765.7,No
C100496,Female,1,No,No,0,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.71,0.0,Yes
C100497,Female,1,Yes,No,49,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.67,1913.26,Yes
C100498,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.25,29.46,Yes
C100499,Male,0,Yes,No,34,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),27.43,928.18,No
C100500,Male,1,No,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,42.82,2662.07,No
C100501,Male,1,No,Yes,56,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.11,4102.89,No
C100502,Female,0,No,Yes,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.54,2418.18,No
C100503,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,62.8,3204.01,No
C100504,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,67.4,770.16,No
C100505,Male,1,Yes,No,11,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),48.9,515.66,No
C100506,Female,1,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,47.68,2207.75,No
C100507,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.51,2871.83,No
C100508,Male,0,No,Yes,56,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,29.03,1552.13,No
C100509,Male,0,No,Yes,59,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.43,2577.36,Yes
C100510,Female,0,No,No,14,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.53,895.56,No
C100511,Male,0,No,No,49,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),49.26,2392.64,No
C100512,Female,1,Yes,No,18,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Two year,No,Mailed check,37.07,652.08,No
C100513,Male,1,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),47.96,784.59,No
C100514,Male,1,No,Yes,53,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,34.8,1842.93,Yes
C100515,Female,0,No,No,28,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,64.42,1793.76,Yes
C100516,Female,1,Yes,No,39,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,No,Mailed check,42.87,1646.73,Yes
C100517,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.6,740.01,Yes
C100518,Female,1,No,No,27,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),43.79,1196.53,No
C100519,Male,0,Yes,Yes,27,No,No,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,47.63,1277.44,No
C100520,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),70.19,80.36,Yes
C100521,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.22,1801.9,No
C100522,Male,1,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.92,526.7,No
C100523,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,69.19,4032.45,No
C100524,Female,0,No,No,2,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.33,53.38,No
C100525,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,80.68,4341.24,No
C100526,Female,1,No,No,5,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),55.07,233.8,Yes
C100527,Male,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.47,755.49,Yes
C100528,Female,0,No,No,22,Yes,No,No,No,No,No,Yes,No,No,One year,No,Electronic check,29.44,683.92,No
C100529,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.8,3581.15,Yes
C100530,Female,1,No,No,58,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),59.35,3426.72,No
C100531,Male,1,No,No,51,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,58.48,2969.51,No
C100532,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,69.68,4969.32,No
C100533,Female,1,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.2,1585.87,Yes
C100534,Female,1,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.02,3404.42,No
C100535,Male,0,No,No,42,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.98,1779.79,No
C100536,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,71.42,4328.91,No
C100537,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.54,596.8,No
C100538,Female,1,No,No,61,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,43.15,2617.67,Yes
C100539,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,52.25,558.51,Yes
C100540,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),77.01,4727.97,Yes
C100541,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,78.56,1514.68,Yes
C100542,Female,1,No,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.13,17.86,Yes
C100543,Male,1,No,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.1,2332.57,No
C100544,Male,1,No,No,14,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,69.83,988.87,Yes
C100545,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,78.81,1035.05,Yes
C100546,Male,1,No,No,64,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),37.32,2415.62,Yes
C100547,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.79,1529.26,No
C100548,Female,1,No,No,71,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,30.52,2126.88,No
C100549,Male,1,No,No,37,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,40.47,1489.71,No
C100550,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.81,1157.25,Yes
C100551,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.07,2016.41,No
C100552,Male,1,Yes,No,48,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.42,3407.91,No
C100553,Male,0,No,No,15,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),52.22,722.13,No
C100554,Female,0,No,Yes,21,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.58,824.03,No
C100555,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.32,2271.62,No
C100556,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,63.55,902.51,Yes
C100557,Female,0,No,Yes,72,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,46.03,3369.45,Yes
C100558,Female,1,No,No,46,Yes,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),27.41,1263.64,No
C100559,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,63.78,2334.25,No
C100560,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),35.39,522.28,No
C100561,Female,0,No,Yes,62,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,One year,Yes,Mailed check,39.94,2533.03,No
C100562,Male,0,Yes,No,61,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),36.89,2329.54,No
C100563,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.38,3706.4,Yes
C100564,Female,1,No,Yes,18,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),70.63,1311.67,No
C100565,Male,1,No,No,11,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,68.45,738.25,No
C100566,Male,1,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),66.27,3673.99,Yes
C100567,Female,1,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),61.39,2204.54,Yes
C100568,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,38.97,1522.16,No
C100569,Female,0,No,Yes,31,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.25,1081.01,No
C100570,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.53,2215.13,No
C100571,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.04,3393.77,No
C100572,Male,1,No,No,8,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.35,297.12,Yes
C100573,Male,1,No,Yes,51,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.67,3636.27,Yes
C100574,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.63,1343.0,Yes
C100575,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,62.6,2848.24,No
C100576,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,80.96,2974.95,No
C100577,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),63.2,4112.19,Yes
C100578,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),36.21,2162.03,No
C100579,Female,1,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.38,267.73,Yes
C100580,Female,1,Yes,Yes,2,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.71,152.21,Yes
C100581,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Mailed check,58.47,478.87,No
C100582,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,71.37,738.57,Yes
C100583,Male,1,No,No,35,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,41.74,1481.31,Yes
C100584,Male,1,No,No,59,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.02,2039.55,No
C100585,Female,1,No,Yes,47,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.34,1629.67,No
C100586,Male,0,No,Yes,33,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.61,909.3,Yes
C100587,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,39.53,1892.97,No
C100588,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.69,5502.77,Yes
C100589,Female,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.89,2754.12,Yes
C100590,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.56,154.21,Yes
C100591,Female,1,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,66.65,842.82,Yes
C100592,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,76.6,1353.24,No
C100593,Female,0,No,No,7,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),44.37,266.32,No
C100594,Female,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,56.5,3373.16,No
C100595,Female,1,No,No,25,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),41.57,1081.47,No
C100596,Male,1,Yes,No,11,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.02,600.58,Yes
C100597,Female,1,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),55.94,2800.94,No
C100598,Female,1,No,No,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,35.53,0.0,No
C100599,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,71.82,1475.98,No
C100600,Male,0,No,No,55,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,45.06,2475.88,No
C100601,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),50.48,2620.1,Yes
C100602,Male,1,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,57.14,1940.58,No
C100603,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),69.38,2736.2,No
C100604,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.15,3161.41,No
C100605,Female,0,Yes,No,21,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.1,1030.54,Yes
C100606,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.19,4543.14,Yes
C100607,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.54,2523.51,No
C100608,Male,0,No,No,19,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.87,1188.44,No
C100609,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,80.16,2666.34,No
C100610,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),75.03,645.25,Yes
C100611,Male,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),62.65,3812.6,No
C100612,Male,1,Yes,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.34,290.99,No
C100613,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,30.87,1825.38,No
C100614,Male,1,Yes,Yes,35,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),45.65,1632.69,No
C100615,Male,0,No,Yes,16,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,44.39,694.99,Yes
C100616,Male,1,No,No,9,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,47.45,394.03,No
C100617,Male,1,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.79,938.57,No
C100618,Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.86,2315.74,Yes
C100619,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.75,3696.3,Yes
C100620,Male,0,Yes,Yes,13,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,46.86,576.74,No
C100621,Female,1,No,Yes,61,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),40.7,2562.67,No
C100622,Male,0,No,No,57,Yes,No,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),32.4,1855.32,No
C100623,Male,0,Yes,Yes,63,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.14,2861.11,Yes
C100624,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,71.86,2038.67,Yes
C100625,Female,0,Yes,No,27,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.12,1072.96,Yes
C100626,Male,0,No,No,9,No,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,17.31,158.03,Yes
C100627,Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.23,572.29,No
C100628,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,33.38,1447.13,No
C100629,Male,1,Yes,Yes,39,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.11,1766.79,No
C100630,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.4,2744.61,Yes
C100631,Female,1,Yes,No,69,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),45.94,3191.95,No
C100632,Male,0,No,Yes,24,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,64.71,1549.55,No
C100633,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,67.79,2857.01,No
C100634,Male,0,No,No,43,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,56.05,2425.43,No
C100635,Male,0,No,No,49,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.97,1695.81,No
C100636,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),68.66,4823.05,No
C100637,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.96,118.9,No
C100638,Male,1,Yes,Yes,66,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,53.96,3553.91,No
C100639,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,62.86,1830.39,Yes
C100640,Female,1,No,Yes,10,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.49,373.98,No
C100641,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),69.97,850.5,Yes
C100642,Male,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,64.5,231.18,No
C100643,Male,1,Yes,No,5,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.12,379.24,Yes
C100644,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.67,1893.05,Yes
C100645,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,64.2,1025.45,Yes
C100646,Female,0,Yes,No,15,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,28.16,437.91,Yes
C100647,Female,0,Yes,No,21,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,24.93,491.28,No
C100648,Male,1,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.01,1606.68,No
C100649,Female,0,No,No,36,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,62.21,2236.18,No
C100650,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,67.07,2041.75,No
C100651,Male,0,No,Yes,44,No,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.97,1815.33,No
C100652,Male,1,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,41.71,644.08,No
C100653,Male,1,No,No,39,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.08,1694.33,Yes
C100654,Female,1,No,No,44,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),52.46,2288.89,No
C100655,Female,0,Yes,No,26,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,24.97,564.37,Yes
C100656,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),74.24,1376.22,No
C100657,Male,1,No,No,11,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.52,690.74,Yes
C100658,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.71,3945.66,No
C100659,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.02,2125.45,Yes
C100660,Female,1,No,No,62,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.38,3377.47,No
C100661,Female,1,Yes,Yes,65,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.65,2469.18,Yes
C100662,Female,0,Yes,No,60,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),45.03,2730.44,No
C100663,Male,1,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,64.19,4191.83,Yes
C100664,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,43.76,242.88,No
C100665,Female,0,No,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),46.41,3053.16,No
C100666,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.1,4440.3,No
C100667,Male,1,No,No,65,No,Yes,DSL,Yes,No,No internet service,No,No,No,One year,Yes,Mailed check,47.29,3024.15,No
C100668,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.07,5822.51,No
C100669,Female,1,No,No,41,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,47.42,1969.66,No
C100670,Female,0,No,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.99,226.39,Yes
C100671,Male,1,No,No,37,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,55.03,2004.22,Yes
